Date,SST
2008-12-05,27.574818
2008-12-06,27.57127
2008-12-07,27.543842
2008-12-08,27.531324
2008-12-09,27.552345
2008-12-10,27.55116
2008-12-11,27.524317
2008-12-12,27.555502
2008-12-13,27.534145
2008-12-14,27.52637
2008-12-15,27.487402
2008-12-16,27.431574
2008-12-17,27.364532
2008-12-18,27.28554
2008-12-19,27.198778
2008-12-20,27.121094
2008-12-21,27.0434
2008-12-22,26.96871
2008-12-23,26.909916
2008-12-24,26.85485
2008-12-25,26.7769
2008-12-26,26.693384
2008-12-27,26.616264
2008-12-28,26.553686
2008-12-29,26.470652
2008-12-30,26.409689
2008-12-31,26.346378
2009-01-01,26.281956
2009-01-02,26.239582
2009-01-03,26.18149
2009-01-04,26.107471
2009-01-05,26.035578
2009-01-06,25.985996
2009-01-07,25.962759
2009-01-08,25.980434
2009-01-09,26.022741
2009-01-10,26.063595
2009-01-11,26.068686
2009-01-12,26.08799
2009-01-13,26.114384
2009-01-14,26.09614
2009-01-15,26.047369
2009-01-16,26.016895
2009-01-17,25.986849
2009-01-18,25.982817
2009-01-19,25.954826
2009-01-20,25.947378
2009-01-21,25.953022
2009-01-22,25.939043
2009-01-23,25.921165
2009-01-24,25.99854
2009-01-25,26.018063
2009-01-26,26.040865
2009-01-27,26.11862
2009-01-28,26.173658
2009-01-29,26.160004
2009-01-30,26.133205
2009-01-31,26.124063
2009-02-01,26.135946
2009-02-02,26.165844
2009-02-03,26.15371
2009-02-04,26.164093
2009-02-05,26.147919
2009-02-06,26.125132
2009-02-07,26.13297
2009-02-08,26.123117
2009-02-09,26.120321
2009-02-10,26.142942
2009-02-11,26.203608
2009-02-12,26.207405
2009-02-13,26.359585
2009-02-14,26.363401
2009-02-15,26.382175
2009-02-16,26.352976
2009-02-17,26.35489
2009-02-18,26.37223
2009-02-19,26.394037
2009-02-20,26.41616
2009-02-21,26.453707
2009-02-22,26.531176
2009-02-23,26.586443
2009-02-24,26.658743
2009-02-25,26.752304
2009-02-26,26.923046
2009-02-27,26.928535
2009-02-28,26.90888
2009-03-01,27.018837
2009-03-02,27.137888
2009-03-03,27.109426
2009-03-04,27.05398
2009-03-05,27.128616
