Date,HeatFlux
2023-05-08,-619763.8
2023-05-15,-372676.16
2023-05-22,-391406.12
2023-05-29,-459467.8
2023-06-01,-446948.84
2023-06-08,-486707.53
2023-06-15,-529638.6
2023-06-22,-439353.0
2023-06-29,-557187.0
2023-07-01,-572286.5
2023-07-08,-393314.1
2023-07-15,-476712.75
2023-07-22,-456701.1
2023-07-29,-504992.12
2023-08-01,-524488.6
2023-08-08,-505857.16
2023-08-15,-477981.12
2023-08-22,-404223.56
2023-08-29,-457752.9
2023-09-01,-499558.75
2023-09-08,-365392.34
2023-09-15,-451013.53
2023-09-22,-381749.8
2023-09-29,-547551.75
2023-10-01,-468473.97
2023-10-08,-405771.3
2023-10-15,-363817.84
2023-10-22,-312501.0
2023-10-29,-300058.7
2023-11-01,-298526.7
2023-11-08,-289865.56
2023-11-15,-348565.84
2023-11-22,-278439.22
2023-11-29,-364413.22
2023-12-01,-436683.3
2023-12-08,-302395.2
2023-12-15,-362352.2
2023-12-22,-428488.75
2023-12-29,-380925.34
2024-01-01,-351730.6
2024-01-08,-403790.44
2024-01-15,-465047.4
2024-01-22,-503195.62
2024-01-29,-348252.56
2024-02-01,-380240.88
2024-02-08,-540212.75
